Name	Set	ImageFile	Cost	Element	Power	FirstCategory	SecondCategory	Type	Job	Effect	
Ramza	Opus_I	1-145C_eg.jpg	3	LIGHTNING	7000	F	null	Forward	Warrior	{TAP}: Choose 1 Backup. Activate it.
Ricard	Opus_I	1-146H_eg.jpg	4	LIGHTNING	8000	I	null	Forward	Dragoon	"{LIGHTNING}, put Ricard into the Break Zone: Choose 1 Forward. It cannot be broken this turn."
Dragoon	Opus_I	1-147C_eg.jpg	3	LIGHTNING	6000	F	null	Forward	Standard Unit	"First Strike (If this Forward blocks or is blocked by a Forward without First Strike, this Forward deals damage first.)"
Dragoon	Opus_I	1-148C_eg.jpg	3	LIGHTNING	5000	F	null	Forward	Standard Unit	Haste (This Character can attack or use abilities containing {TAP} in the cost the turn it enters the field.)
Lulu	Opus_I	1-149H_eg.jpg	5	LIGHTNING	0	X	null	Backup	Guardian	"{TAP}, put 1 Backup into the Break Zone: Choose 1 Forward. Deal it 5000 damage.[[br]] [[s]]Thundaga[[/]] {S}{LIGHTNING}{TAP}: Choose 1 Forward. Deal it 10000 damage."
Lulu	Opus_I	1-150R_eg.jpg	3	LIGHTNING	0	X	null	Backup	Guardian	The Lightning Forwards you control gain +1000 power.
Agrias	Opus_I	1-151R_eg.jpg	5	WATER	6000	F	null	Forward	Knight	"First Strike[[br]] [[ex]]EX BURST[[/]] When Agrias enters the field, you may search for 1 [Card Name (Ovelia)] and add it to your hand."
Ultimecia	Opus_I	1-152L_eg.jpg	5	WATER	9000	D	VIII	Forward	Witch	All the Forwards other than Ultimecia enter the field dull.[[br]] [[s]]Time Compression[[/]] {S}{WATER}{WATER}{WATER}: Freeze all the Forwards other than Ultimecia.
Alma	Opus_I	1-153C_eg.jpg	3	WATER	0	F	null	Backup	Cleric	"If you control [Card Name (Ovelia)], the cost for playing Alma onto the field is reduced by 1.[[br]] {TAP}: Draw 1 card, then discard 1 card from your hand."
Vaan	Opus_I	1-154R_eg.jpg	5	WATER	6000	D	XII	Forward	Pirate	"When Vaan enters the field, draw 1 card.[[br]] When Vaan forms a party and attacks, draw 1 card then discard 1 card from your hand."
Warrior of Light	Opus_I	1-155R_eg.jpg	4	WATER	8000	D	I	Forward	Warrior	The [Job (Standard Unit)] Forwards you control gain +2000 power and First Strike.
Ovelia	Opus_I	1-156C_eg.jpg	2	WATER	0	F	null	Backup	Princess	The [Job (Knight)] Forwards you control gain +1000 power.
Scholar	Opus_I	1-157C_eg.jpg	2	WATER	0	I	null	Backup	Standard Unit	"{TAP}, put Scholar into the Break Zone: Choose 1 Forward you control. Return it to its owner's hand."
Cloud of Darkness	Opus_I	1-158H_eg.jpg	6	WATER	7000	D	III	Forward	Wraith	"When Cloud of Darkness enters the field, each Player selects 1 Forward he/she controls. All the Forwards that were not selected are put into the Break Zone."
Evoker	Opus_I	1-159C_eg.jpg	1	WATER	0	I	null	Backup	Standard Unit	
Gordon	Opus_I	1-160H_eg.jpg	2	WATER	4000	I	null	Forward	Prince	{TAP}: The next damage dealt to Gordon becomes 0 this turn.
White Mage	Opus_I	1-161C_eg.jpg	2	WATER	0	F	null	Backup	Standard Unit	"When White Mage enters the field, choose 1 Forward. Activate it."
Cecil	Opus_I	1-162R_eg.jpg	5	WATER	8000	D	IV	Forward	Paladin	Summons or abilities of your opponent must choose Cecil if possible.
Tidus	Opus_I	1-163L_eg.jpg	4	WATER	7000	D	X	Forward	Guardian	"For each Forward other than Tidus you control, Tidus gains +1000 power.[[br]] [[s]]Blitz Ace[[/]] {S}{WATER}{WATER}: Until the end of the turn Tidus gains Brave. Tidus can attack as many times as your points of damage this turn."
Tidus	Opus_I	1-164R_eg.jpg	4	WATER	8000	X	null	Forward	Guardian	"When Tidus attacks, all the Water Forwards you control gain +1000 power until the end of the turn."
Knight	Opus_I	1-165C_eg.jpg	2	WATER	5000	I	null	Forward	Standard Unit	"If a Forward forming a party with Knight is dealt damage, the damage becomes 0 instead."
Knight	Opus_I	1-166C_eg.jpg	1	WATER	3000	I	null	Forward	Standard Unit	"If a Forward forming a party with Knight is dealt damage, the damage becomes 0 instead."
Viking	Opus_I	1-167C_eg.jpg	2	WATER	1000	I	null	Forward	Standard Unit	"When Viking enters the field, draw 1 card."
Geomancer	Opus_I	1-168C_eg.jpg	3	WATER	6000	F	null	Forward	Standard Unit	"When Geomancer is put from the field into the Break Zone, draw 1 card."
Geomancer	Opus_I	1-169C_eg.jpg	2	WATER	0	F	null	Backup	Standard Unit	{TAP}: Look at the top card of your deck. You may place the card at the bottom of your deck.
Fairy	Opus_I	1-170C_eg.jpg	2	WATER	0	F	null	Summon		[[ex]]EX BURST[[/]] Choose 1 Forward. Activate it. Draw 1 card.
Minwu	Opus_I	1-171H_eg.jpg	3	WATER	0	I	null	Backup	Mage	"If a Forward you control is dealt damage less than its power, the damage becomes 0 instead."
Moogle	Opus_I	1-172C_eg.jpg	1	WATER	0	F	null	Summon		"[[ex]]EX BURST[[/]] Draw 2 cards, then discard 1 card from your hand."
Mime	Opus_I	1-173C_eg.jpg	2	WATER	4000	F	null	Forward	Standard Unit	"When your Attack Phase starts, name 1 Element other than Light and Dark. Until the end of the turn, the Element of Mime becomes the named one.[[br]] When Mime forms a party and attacks, draw 1 card."
Yaag Rosch	Opus_I	1-174R_eg.jpg	2	WATER	0	X	null	Backup	PSICOM	Summons or abilities of your opponent must choose Yaag Rosch if possible.
Yuj	Opus_I	1-175R_eg.jpg	3	WATER	7000	X	null	Forward	NORA	"When Yuj enters the field, draw 1 card, then place 1 card from your hand at the bottom of your deck."
Yuna	Opus_I	1-176H_eg.jpg	5	WATER	0	X	null	Backup	Summoner	"[[ex]]EX BURST [[/]]When Yuna enters the field, choose 1 Forward. Return it to its owner's hand.[[br]] If a Character is put from the field into the Break Zone, you may remove it from the game instead."
Yuna	Opus_I	1-177R_eg.jpg	2	WATER	0	X	null	Backup	Summoner	The cost required to cast your Water Summons is reduced by 1 (it cannot become 0).
Leviathan	Opus_I	1-178R_eg.jpg	3	WATER	0	F	null	Summon		[[ex]]EX BURST [[/]]Choose 1 Forward. Return it to its owner's hand.
Leila	Opus_I	1-179H_eg.jpg	3	WATER	6000	I	null	Forward	Pirate	"When Leila deals damage to your opponent, draw 1 card."
Wakka	Opus_I	1-180R_eg.jpg	3	WATER	0	X	null	Backup	Blitzballer	The Water Forwards you control gain +1000 power.
Onion Knight	Opus_I	1-181H_eg.jpg	2	LIGHT	5000	D	III	Forward	Onion Knight	"Haste[[br]] {1}{TAP}, return Onion Knight to its owner's hand: You may play 1 [Card Name (Onion Knight)] from your hand onto the field. You can only use this ability during your turn."
Cloud	Opus_I	1-182L_eg.jpg	4	LIGHT	8000	D	VII	Forward	SOLDIER	Brave [[br]] [[s]]Meteorain[[/]] {S}{1}{TAP}: Deal 4000 damage to all the Forwards opponent controls.[[br]] [[s]]Omnislash[[/]] {S}{3}{TAP}: Choose 1 Forward. Break it.
Cosmos	Opus_I	1-183H_eg.jpg	2	LIGHT	0	D	null	Backup	Goddess of Harmony	"Cosmos can be played onto the field even if you control other Light Characters. [[br]] You can play 2 or more Light Characters onto the field.[[br]] If Cosmos is on the field, Cosmos can produce CP of any Element."
Chaos	Opus_I	1-184H_eg.jpg	2	DARK	0	D	I	Backup	God of Chaos	"Chaos can be played onto the field even if you control other Dark Characters.[[br]] You can play 2 or more Dark Characters onto the field.[[br]] If Chaos is on the field, Chaos can produce CP of any Element."
The Emperor	Opus_I	1-185H_eg.jpg	5	DARK	9000	D	II	Forward	Emperor	"When The Emperor is put from the field into the Break Zone, you may search for 1 [Card Name (The Emperor)] and play it onto the field dull."
Sephiroth	Opus_I	1-186L_eg.jpg	8	DARK	8000	D	VII	Forward	War Hero	"First Strike[[br]] When Sephiroth enters the field, choose 1 Backup. Break it."
Cloud	Opus_I	1-187S_eg.jpg	6	FIRE	9000	V	null	Forward	SOLDIER	"The cost required to play Cloud onto the field is reduced by 1 for each [Category (VII)] Forward you control.[[br]] Each time a Forward you control attacks, it gains +1000 power until the end of the turn.[[br]] [[s]]Climhazzard[[/]] {S}{FIRE}{1}{TAP}: Choose 1 Forward. Deal it 8000 damage."
Zangan	Opus_I	1-188S_eg.jpg	4	FIRE	0	V	null	Backup	Martial Arts Master	"[[ex]]EX BURST[[/]] When Zangan enters the field, you may search for 1 [Card Name (Tifa)] and add it to your hand.[[br]] The [Card Name (Tifa)] of cost 4 or less you control gains Haste."
Tifa	Opus_I	1-189S_eg.jpg	4	FIRE	8000	V	null	Forward	Martial Artist	[[s]]Waterkick [[/]]{S}{FIRE}: Choose 1 Forward. Dull it and deal it 6000 damage.
Bahamut Fury	Opus_I	1-190S_eg.jpg	2	FIRE	0	V	null	Summon		"[[ex]]EX BURST[[/]] Choose 1 Forward. You may discard 1 card from your hand. If you do so, deal it 7000 damage. If not, deal it 5000 damage."
Red XIII	Opus_I	1-191S_eg.jpg	3	FIRE	7000	V	null	Forward	Warrior	"When Red XIII enters the field, choose 1 Forward. It gains +3000 power until the end of the turn.[[br]] [[s]]Cosmo Memory[[/]] {S}{FIRE}{FIRE}{FIRE}{FIRE}{TAP}: Deal 6000 damage to all the Forwards opponent controls."
Cid Raines	Opus_I	1-192S_eg.jpg	2	ICE	5000	X	null	Forward	The Cavalry	"When Cid Raines enters the field, choose 1 dull Forward opponent controls. Deal it 4000 damage. When it is put from the field into the Break Zone this turn, your opponent discards 1 card from his/her hand."
Jihl Nabaat	Opus_I	1-193S_eg.jpg	2	ICE	0	X	null	Backup	Saboteur	"[[ex]]EX BURST[[/]] When Jihl Nabaat enters the field, choose up to 2 Forwards. Freeze them.[[br]] [[s]]Sadistic Surge[[/]] {S}{ICE}{TAP}: Choose 1 Forward. Dull it and Freeze it."
Snow	Opus_I	1-194S_eg.jpg	3	ICE	7000	X	null	Forward	Sentinel	"When Snow blocks, choose 1 Forward. Dull it.[[br]] [[s]]Vendetta[[/]] {S}{ICE}: Until the end of the turn, Snow gains +2000 power and First Strike. You can only use this ability while Snow is blocking."
Serah	Opus_I	1-195S_eg.jpg	3	ICE	6000	X	null	Forward	Saboteur	"When Serah enters the field, your opponent discards 1 card from his/her hand."
Mog (XIII-2)	Opus_I	1-196S_eg.jpg	3	ICE	0	X	null	Backup	Moogle	"When Mog (XIII-2) enters the field, you may search for 1 [Category (XIII)] Forward and add it to your hand."
Brother	Opus_I	1-197S_eg.jpg	3	WIND	0	X	null	Backup	Gullwings	"When Brother enters the field, you may search for 1 [Category (X)] Forward and add it to your hand."
Valefor	Opus_I	1-198S_eg.jpg	2	WIND	0	X	null	Summon		"[[ex]]EX BURST[[/]] Deal 3000 damage to all the Forwards opponent controls. If you control [Card Name (Yuna)], activate all the Backups you control."
Paine	Opus_I	1-199S_eg.jpg	3	WIND	7000	X	null	Forward	Gullwings	"When Paine enters the field, if you control [Card Name (Yuna)], draw 1 card.[[br]] When Paine enters the field, choose up to 3 Backups you control. If you control [Card Name (Rikku)], activate them."
Baralai	Opus_I	1-200S_eg.jpg	2	WIND	0	X	null	Backup	Praetor	"{TAP}, put Baralai into the Break Zone: Choose up to 2 Forwards. Activate them."
Rikku	Opus_I	1-201S_eg.jpg	4	WIND	6000	X	null	Forward	Gullwings	"If you control [Card Name (Yuna)], Rikku gains +2000 power and Rikku cannot be chosen by Summons.[[br]] If you control [Card Name (Paine)], Rikku gains +2000 power and Rikku cannot be chosen by abilities."
Vincent	Opus_I	1-202S_eg.jpg	3	EARTH	7000	V	null	Forward	Gunslinger	"When Vincent attacks, Vincent gains First Strike until the end of the turn."
Wedge	Opus_I	1-203S_eg.jpg	4	EARTH	0	V	null	Backup	AVALANCHE Operative	"When Wedge enters the field, you may search for 1 [Card Name (Biggs)] and add it to your hand."
Jessie	Opus_I	1-204S_eg.jpg	3	EARTH	0	V	null	Backup	AVALANCHE Operative	"When Jessie enters the field, you may search for 1 [Category (VII)] Forward and add it to your hand."
Barret	Opus_I	1-205S_eg.jpg	2	EARTH	6000	V	null	Forward	AVALANCHE Operative	[[s]]Grenade Bomb[[/]] {S}: Deal 2000 damage to all the Forwards opponent controls.
Biggs	Opus_I	1-206S_eg.jpg	2	EARTH	0	V	null	Backup	AVALANCHE Operative	"When a Backup you control is put from the field into the Break Zone, deal 1000 damage to all the Forwards opponent controls."
Gilgamesh	Opus_I	1-207S_eg.jpg	4	LIGHTNING	8000	X	null	Forward	Commando	Gilgamesh cannot be returned to its owner's hand by opponent's Summons or abilities.[[br]] {LIGHTNING}{LIGHTNING}: Gilgamesh gains +1000 power until the end of the turn.[[br]] [[s]]Divider[[/]] {S}{LIGHTNING}{LIGHTNING}: Choose 1 Forward. Break it. You can only use this ability if you have received 4 points of damage or more.
Noel	Opus_I	1-208S_eg.jpg	3	LIGHTNING	5000	X	null	Forward	Commando	"Haste[[br]] If you control [Card Name (Serah)], Noel gains +2000 power."
Maqui	Opus_I	1-209S_eg.jpg	2	LIGHTNING	0	X	null	Backup	NORA	{LIGHTNING}{TAP}: Choose 1 attacking Lightning Forward. It gains First Strike until the end of the turn.
Lightning	Opus_I	1-210S_eg.jpg	6	LIGHTNING	8000	X	null	Forward	Ravager	"The cost required to play Lightning onto the field is reduced by 1 for each [Category (XIII)] Forward you control.[[br]] Haste[[br]] When Lightning deals damage to your opponent, choose 1 Forward opponent controls. Dull it."
Rygdea	Opus_I	1-211S_eg.jpg	2	LIGHTNING	5000	X	null	Forward	The Cavalry	"When Rygdea enters the field, choose 1 active Forward. Deal it 3000 damage. When it is put from the field into the Break Zone this turn, choose 1 Forward opponent controls. Dull it."
Shuyin	Opus_I	1-212S_eg.jpg	4	WATER	0	X	null	Backup	Illusion	"[[ex]]EX BURST[[/]] When Shuyin enters the field, choose 1 Forward of cost 3 or less opponent controls. Return it to its owner's hand."
Tidus	Opus_I	1-213S_eg.jpg	6	WATER	9000	X	null	Forward	Guardian	"The cost required to play Tidus onto the field is reduced by 1 for each [Category (X)] Forward you control.[[br]] If you control [Card Name (Yuna)], Tidus gains Brave.[[br]] When the Forward [Card Name (Yuna)] is put from your field into the Break Zone, draw 2 cards."
Yuna	Opus_I	1-214S_eg.jpg	2	WATER	5000	X	null	Forward	Summoner	"When you cast a Summon, you may dull Yuna if it is active. If you do so, draw 1 card. This effect will trigger only once per turn."
Lenne	Opus_I	1-215S_eg.jpg	2	WATER	0	X	null	Backup	Summoner	"When your opponent casts a Summon, activate Lenne."
Wakka	Opus_I	1-216S_eg.jpg	4	WATER	8000	X	null	Forward	Blitzballer	"When Wakka attacks, choose 1 Forward you control. Until the end of the turn, it gains +1000 power for each Forward you control.[[br]] [[s]]Status Reels[[/]] {S}{WATER}: Choose 1 Forward. Until the end of the turn, it loses all its abilities and its power becomes 1000."
Sephiroth	Opus_I	PR-001_eg.jpg	4	DARK	8000	V	null	Forward	War Hero	[[s]]Hell's Gate [[/]]{S}{2}{TAP}: Choose 1 Backup. Break it.
Vincent	Opus_I	PR-002_eg.jpg	3	EARTH	7000	V	null	Forward	Gunslinger	"[[s]]Limit Break [[/]]{S}{EARTH}{1}: Until the end of the turn, Vincent gains +5000 power, First Strike and Brave."
Lightning	Opus_I	PR-003_eg.jpg	5	LIGHTNING	9000	X	null	Forward	Knight	[[s]]Legion of One [[/]]{S}{LIGHTNING}: Activate Lightning. Lightning gains First Strike until the end of the turn.
Irvine	Opus_II	2-001H_eg.jpg	3	FIRE	0	V	null	Backup	Sniper	"When Irvine enters the field, choose 1 Forward. Deal it 6000 damage."
Ifrit	Opus_II	2-002C_eg.jpg	2	FIRE	0	V	null	Summon	―	[[ex]]EX BURST [[/]]Choose 1 Forward. Deal it 6000 damage.
Ward	Opus_II	2-003C_eg.jpg	3	FIRE	5000	V	null	Forward	Warrior	"When Ward attacks, Ward gains +3000 power until the end of the turn."
Ephemeral Phantom	Opus_II	2-004C_eg.jpg	2	FIRE	5000	D	null	Forward	Manikin	"When your opponent controls 2 or more Forwards, Ephemeral Phantom gains +2000 power."
Sage	Opus_II	2-005C_eg.jpg	2	FIRE	0	I	null	Backup	Standard Unit	"When Sage enters the field, choose 1 Forward. It gains Haste until the end of the turn."
Sazh	Opus_II	2-006R_eg.jpg	2	FIRE	3000	X	null	Forward	Ravager	"When Sazh attacks, choose 1 Forward opponent controls. Deal it 1000 damage for each point of damage you have received."
Emperor Xande	Opus_II	2-007L_eg.jpg	5	FIRE	9000	X	null	Forward	Emperor	"You can only pay with Fire CP to play Emperor Xande onto the field.[[br]]When Emperor Xande attacks, choose 1 Forward opponent controls. Deal it 5000 damage. [[br]]When Emperor Xande is put from the field into the Break Zone, choose 1 Forward opponent controls. Deal it 9000 damage."
Zell	Opus_II	2-008C_eg.jpg	3	FIRE	6000	V	null	Forward	SeeD Candidate	"When Zell attacks, choose 1 Forward of cost 3 or less opponent controls. It cannot block this turn."
Selphie	Opus_II	2-009R_eg.jpg	2	FIRE	0	V	null	Backup	SeeD Candidate	{FIRE}{FIRE}{TAP}: Choose 1 attacking Forward. It gains +2000 power until the end of the turn.
Warrior	Opus_II	2-010C_eg.jpg	2	FIRE	5000	X	null	Forward	Standard Unit	{FIRE}: Warrior gains +1000 power until the end of the turn.
Tifa	Opus_II	2-011L_eg.jpg	5	FIRE	9000	D	VII	Forward	Martial Artist	"When Tifa attacks, choose 1 Forward. It cannot block this turn.[[br]][[s]]Falcon's Dive [[/]]{S}{FIRE}{FIRE}{FIRE}: All Forwards of cost 3 or less cannot block this turn."
Tellah	Opus_II	2-012R_eg.jpg	4	FIRE	0	I	null	Backup	Sage	"{TAP}, put Tellah into the Break Zone: Choose 1 Forward. Deal it 9000 damage."
Ninja	Opus_II	2-013C_eg.jpg	2	FIRE	4000	I	null	Forward	Standard Unit	"First Strike[[br]]When Ninja is blocked, deal the blocking Forward 2000 damage."
Basch	Opus_II	2-014H_eg.jpg	3	FIRE	7000	X	null	Forward	Captain	"If you control [Card Name (Ashe)], Basch gains +2000 power.[[br]][[s]]Flame Purge[[/]] {S}{FIRE}{FIRE}{FIRE}{2}{TAP}: Choose up to 2 Forwards. Deal them 9000 damage.[[br]]"
Palom	Opus_II	2-015H_eg.jpg	3	FIRE	6000	I	null	Forward	Black Mage	"When Palom enters your field other than from your hand, choose 1 Forward. You may deal it 7000 damage.[[br]][[s]]Comet[[/]] {S}{TAP}, Dull 1 active [Card Name (Porom)]: Deal your opponent 1 point of damage."
Palom	Opus_II	2-016R_eg.jpg	1	FIRE	1000	I	null	Forward	Apprentice Mage	"When Palom attacks, choose 1 Forward opponent controls. Deal it 2000 damage. [[br]]When Palom deals damage to your opponent, or when the Forward damaged by Palom is put from the field into the Break Zone during the same turn, you may put Palom into the Break Zone. If you do so, search for 1 [Card Name (Palom)], and play it onto the field."
Bergan	Opus_II	2-017R_eg.jpg	4	FIRE	8000	X	null	Forward	Judge	"{FIRE}{1}: Deal all the Forwards opponent controls 1000 damage.[[br]]When Bergan is chosen by a Summon, put Bergan into the Break Zone."
Summoner	Opus_II	2-018C_eg.jpg	2	FIRE	0	I	null	Backup	Standard Unit	"{TAP}, put Summoner into the Break Zone: If a Forward receives damage this turn, the damage increases by 1000 instead."
"Belias, the Gigas"	Opus_II	2-019R_eg.jpg	2	FIRE	0	X	null	Summon		"[[ex]]EX BURST [[/]]Choose 1 Forward. Until the end of the turn, it gains +1000 power, Haste and First Strike. Draw 1 card."
Imitation Liegeman	Opus_II	2-020C_eg.jpg	3	FIRE	6000	D	null	Forward	Manikin	"When Imitation Liegeman enters the field, choose 1 Forward opponent controls. Deal it 2000 damage. If you control a [Job (Manikin)] other than Imitation Liegeman, deal it 5000 damage instead."
Montblanc	Opus_II	2-021C_eg.jpg	2	FIRE	0	X	null	Backup	Moogle	{FIRE}{FIRE}{TAP}: Choose 1 Forward. Deal it 1000 damage for each [Job (Moogle)] you control.
Luneth	Opus_II	2-022H_eg.jpg	3	FIRE	7000	I	null	Forward	Warrior of Light	The [Job (Standard Unit)] Forwards you control gain Haste.
Rubicante	Opus_II	2-023H_eg.jpg	4	FIRE	9000	I	null	Forward	Archfiend	"When Rubicante attacks, activate all the Forwards opponent controls.[[br]][[s]]Barrier Shift[[/]] {S}{FIRE}: Name 1 Element. Rubicante cannot be chosen by Summons or abilities of the named Element this turn."
Rosso	Opus_II	2-024R_eg.jpg	3	FIRE	5000	V	null	Forward	Tsviets	"If Rosso receives damage, reduce the damage by half instead (numbers are rounded up to units of 1000)."
Weiss	Opus_II	2-025H_eg.jpg	6	ICE	8000	V	null	Forward	Tsviets	"When Weiss enters the field, you may play 1 Ice Forward of cost 3 or less from your hand onto the field.[[br]]When Weiss attacks, Weiss gains +2000 power until the end of the turn."
